Year,Country,Country (Code),Attribute,Sector (NACE rev. 2),Value
2008,Italy,IT,Number of persons employed,Paper,74316.375
2008,Italy,IT,Number of persons employed,Rubber and bio-based plastics,6271.038843
2008,Italy,IT,Number of persons employed,Tobacco,1084
2008,Italy,IT,Number of persons employed,Total sectors,23090300
2008,Italy,IT,Number of persons employed,Wood products,151082.2424
2008,Italy,IT,Number of persons employed,Wood products and furniture,266983.2083
2008,Italy,IT,Number of persons employed,Wooden furniture,115900.9659
2008,Latvia,LV,Number of persons employed,Agriculture,64470
2008,Latvia,LV,Number of persons employed,Beverage,3217
2008,Latvia,LV,Number of persons employed,Bio-based chemicals (excluding biofuels),1098.791986
2008,Latvia,LV,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",2062.66561
2008,Latvia,LV,Number of persons employed,Bio-based electricity,15.36550884
2008,Latvia,LV,Number of persons employed,Bio-based pharmaceuticals,919
2008,Latvia,LV,Number of persons employed,Bio-based textile,1293.989393
2008,Latvia,LV,Number of persons employed,Bio-based textiles,6297.975504
2008,Latvia,LV,Number of persons employed,Bio-based wearing apparel,4819.027543
2008,Latvia,LV,Number of persons employed,Biodiesel,0
2008,Latvia,LV,Number of persons employed,Bioeconomy,151840.4167
2008,Latvia,LV,Number of persons employed,Bioethanol,0
2008,Latvia,LV,Number of persons employed,Fishing and Aquaculture,1780
2008,Latvia,LV,Number of persons employed,Food,27476
2008,Latvia,LV,Number of persons employed,"Food, beverage and tobacco",31027
2008,Latvia,LV,Number of persons employed,Forestry,13460
2008,Latvia,LV,Number of persons employed,Leather,184.9585688
2008,Latvia,LV,Number of persons employed,Liquid biofuels,0
2008,Latvia,LV,Number of persons employed,Paper,1371.375
2008,Latvia,LV,Number of persons employed,Rubber and bio-based plastics,44.87362425
2008,Latvia,LV,Number of persons employed,Tobacco,334
2008,Latvia,LV,Number of persons employed,Total sectors,1054900
2008,Latvia,LV,Number of persons employed,Wood products,25146.32882
2008,Latvia,LV,Number of persons employed,Wood products and furniture,31356.0351
2008,Latvia,LV,Number of persons employed,Wooden furniture,6209.706281
2008,Lithuania,LT,Number of persons employed,Agriculture,97260
2008,Lithuania,LT,Number of persons employed,Beverage,4710
2008,Lithuania,LT,Number of persons employed,Bio-based chemicals (excluding biofuels),291.9084341
2008,Lithuania,LT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",763.5987629
2008,Lithuania,LT,Number of persons employed,Bio-based electricity,20.38644091
2008,Lithuania,LT,Number of persons employed,Bio-based pharmaceuticals,390.5
2008,Lithuania,LT,Number of persons employed,Bio-based textile,4543.52618
2008,Lithuania,LT,Number of persons employed,Bio-based textiles,15263.38446
2008,Lithuania,LT,Number of persons employed,Bio-based wearing apparel,9936.599613
2008,Lithuania,LT,Number of persons employed,Biodiesel,80.59145868
2008,Lithuania,LT,Number of persons employed,Bioeconomy,228911.8132
2008,Lithuania,LT,Number of persons employed,Bioethanol,198.2013153
2008,Lithuania,LT,Number of persons employed,Fishing and Aquaculture,3170
2008,Lithuania,LT,Number of persons employed,Food,43826
2008,Lithuania,LT,Number of persons employed,"Food, beverage and tobacco",48536
2008,Lithuania,LT,Number of persons employed,Forestry,14180
2008,Lithuania,LT,Number of persons employed,Leather,783.258666
2008,Lithuania,LT,Number of persons employed,Liquid biofuels,278.792774
2008,Lithuania,LT,Number of persons employed,Paper,3151.75
2008,Lithuania,LT,Number of persons employed,Rubber and bio-based plastics,81.1903288
2008,Lithuania,LT,Number of persons employed,Total sectors,1427100
2008,Lithuania,LT,Number of persons employed,Wood products,27148.83413
2008,Lithuania,LT,Number of persons employed,Wood products and furniture,46287.90073
2008,Lithuania,LT,Number of persons employed,Wooden furniture,19139.0666
2008,Luxembourg,LU,Number of persons employed,Agriculture,3710
2008,Luxembourg,LU,Number of persons employed,Beverage,529
2008,Luxembourg,LU,Number of persons employed,Bio-based chemicals (excluding biofuels),10.28969255
2008,Luxembourg,LU,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",13.07486426
2008,Luxembourg,LU,Number of persons employed,Bio-based electricity,4.601313979
2008,Luxembourg,LU,Number of persons employed,Bio-based textile,38.62567243
2008,Luxembourg,LU,Number of persons employed,Bio-based textiles,38.62567243
2008,Luxembourg,LU,Number of persons employed,Bioeconomy,9261.860352
2008,Luxembourg,LU,Number of persons employed,Food,4551
2008,Luxembourg,LU,Number of persons employed,"Food, beverage and tobacco",5080
2008,Luxembourg,LU,Number of persons employed,Forestry,280
2008,Luxembourg,LU,Number of persons employed,Rubber and bio-based plastics,2.785171713
2008,Luxembourg,LU,Number of persons employed,Total sectors,202400
2008,Luxembourg,LU,Number of persons employed,Wood products,116
2008,Luxembourg,LU,Number of persons employed,Wood products and furniture,135.5585016
2008,Luxembourg,LU,Number of persons employed,Wooden furniture,19.5585016
2008,Malta,MT,Number of persons employed,Agriculture,2500
2008,Malta,MT,Number of persons employed,Beverage,993
2008,Malta,MT,Number of persons employed,Bio-based chemicals (excluding biofuels),15.49586263
2008,Malta,MT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",516.4749093
2008,Malta,MT,Number of persons employed,Bio-based pharmaceuticals,498.9420195
2008,Malta,MT,Number of persons employed,Bio-based textile,96.72949011
2008,Malta,MT,Number of persons employed,Bio-based textiles,225.171237
2008,Malta,MT,Number of persons employed,Bio-based wearing apparel,128.4417469
2008,Malta,MT,Number of persons employed,Bioeconomy,8873.04144
2008,Malta,MT,Number of persons employed,Fishing and Aquaculture,660
2008,Malta,MT,Number of persons employed,Food,2792
2008,Malta,MT,Number of persons employed,"Food, beverage and tobacco",3785
2008,Malta,MT,Number of persons employed,Paper,58.25
2008,Malta,MT,Number of persons employed,Rubber and bio-based plastics,2.037027184
2008,Malta,MT,Number of persons employed,Total sectors,158600
2008,Malta,MT,Number of persons employed,Wood products,150
2008,Malta,MT,Number of persons employed,Wood products and furniture,1128.145294
2008,Malta,MT,Number of persons employed,Wooden furniture,978.1452936
2008,Netherlands,NL,Number of persons employed,Agriculture,204000
2008,Netherlands,NL,Number of persons employed,Beverage,8355
2008,Netherlands,NL,Number of persons employed,Bio-based chemicals (excluding biofuels),3348.731572
2008,Netherlands,NL,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",11174.37569
2008,Netherlands,NL,Number of persons employed,Bio-based electricity,328.0532692
2008,Netherlands,NL,Number of persons employed,Bio-based pharmaceuticals,7730.60747
2008,Netherlands,NL,Number of persons employed,Bio-based textile,4026.243118
2008,Netherlands,NL,Number of persons employed,Bio-based textiles,6533.22521
2008,Netherlands,NL,Number of persons employed,Bio-based wearing apparel,1679.482092
2008,Netherlands,NL,Number of persons employed,Biodiesel,0
2008,Netherlands,NL,Number of persons employed,Bioeconomy,408785.0082
2008,Netherlands,NL,Number of persons employed,Bioethanol,276.6510406
2008,Netherlands,NL,Number of persons employed,Fishing and Aquaculture,3000
2008,Netherlands,NL,Number of persons employed,Food,119211
2008,Netherlands,NL,Number of persons employed,"Food, beverage and tobacco",131542
2008,Netherlands,NL,Number of persons employed,Forestry,2000
2008,Netherlands,NL,Number of persons employed,Leather,827.5
2008,Netherlands,NL,Number of persons employed,Liquid biofuels,276.6510406
2008,Netherlands,NL,Number of persons employed,Paper,18424
2008,Netherlands,NL,Number of persons employed,Rubber and bio-based plastics,95.03664998
2008,Netherlands,NL,Number of persons employed,Tobacco,3976
2008,Netherlands,NL,Number of persons employed,Total sectors,8377900
2008,Netherlands,NL,Number of persons employed,Wood products,21226.51907
2008,Netherlands,NL,Number of persons employed,Wood products and furniture,31506.70296
2008,Netherlands,NL,Number of persons employed,Wooden furniture,10280.18389
2008,Poland,PL,Number of persons employed,Agriculture,2128100
2008,Poland,PL,Number of persons employed,Beverage,33524
2008,Poland,PL,Number of persons employed,Bio-based chemicals (excluding biofuels),3948.899863
2008,Poland,PL,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",22290.61069
2008,Poland,PL,Number of persons employed,Bio-based electricity,693.1444973
2008,Poland,PL,Number of persons employed,Bio-based pharmaceuticals,13441.67219
2008,Poland,PL,Number of persons employed,Bio-based textile,20485.85069
2008,Poland,PL,Number of persons employed,Bio-based textiles,97293.32875
2008,Poland,PL,Number of persons employed,Bio-based wearing apparel,63612.35318
2008,Poland,PL,Number of persons employed,Biodiesel,1257.454181
2008,Poland,PL,Number of persons employed,Bioeconomy,3058344.193
2008,Poland,PL,Number of persons employed,Bioethanol,1287.345958
2008,Poland,PL,Number of persons employed,Fishing and Aquaculture,6300
2008,Poland,PL,Number of persons employed,Food,404559
2008,Poland,PL,Number of persons employed,"Food, beverage and tobacco",445337
2008,Poland,PL,Number of persons employed,Forestry,62000
2008,Poland,PL,Number of persons employed,Leather,13195.12489
2008,Poland,PL,Number of persons employed,Liquid biofuels,2544.800139
2008,Poland,PL,Number of persons employed,Paper,48303.75
2008,Poland,PL,Number of persons employed,Rubber and bio-based plastics,4900.038634
2008,Poland,PL,Number of persons employed,Tobacco,7254
2008,Poland,PL,Number of persons employed,Total sectors,15799800
2008,Poland,PL,Number of persons employed,Wood products,137130.9767
2008,Poland,PL,Number of persons employed,Wood products and furniture,245481.5588
2008,Poland,PL,Number of persons employed,Wooden furniture,108350.5821
2008,Portugal,PT,Number of persons employed,Agriculture,552400
2008,Portugal,PT,Number of persons employed,Beverage,15343
2008,Portugal,PT,Number of persons employed,Bio-based chemicals (excluding biofuels),572.3681665
2008,Portugal,PT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",5084.518857
2008,Portugal,PT,Number of persons employed,Bio-based electricity,182.8975865
2008,Portugal,PT,Number of persons employed,Bio-based pharmaceuticals,3391.198487
2008,Portugal,PT,Number of persons employed,Bio-based textile,22977.89861
2008,Portugal,PT,Number of persons employed,Bio-based textiles,87218.53207
2008,Portugal,PT,Number of persons employed,Bio-based wearing apparel,46296.44488
2008,Portugal,PT,Number of persons employed,Biodiesel,537.5822965
2008,Portugal,PT,Number of persons employed,Bioeconomy,864968.1855
2008,Portugal,PT,Number of persons employed,Bioethanol,3.768618375
2008,Portugal,PT,Number of persons employed,Fishing and Aquaculture,16070
2008,Portugal,PT,Number of persons employed,Food,97966
2008,Portugal,PT,Number of persons employed,"Food, beverage and tobacco",113989
2008,Portugal,PT,Number of persons employed,Forestry,11910
2008,Portugal,PT,Number of persons employed,Leather,17944.18857
2008,Portugal,PT,Number of persons employed,Liquid biofuels,541.3509149
2008,Portugal,PT,Number of persons employed,Paper,11473.25
2008,Portugal,PT,Number of persons employed,Rubber and bio-based plastics,1120.952203
2008,Portugal,PT,Number of persons employed,Tobacco,680
2008,Portugal,PT,Number of persons employed,Total sectors,5116600
2008,Portugal,PT,Number of persons employed,Wood products,40244.55483
2008,Portugal,PT,Number of persons employed,Wood products and furniture,66098.63611
2008,Portugal,PT,Number of persons employed,Wooden furniture,25854.08128
2008,Romania,RO,Number of persons employed,Agriculture,2844400
2008,Romania,RO,Number of persons employed,Beverage,31783
2008,Romania,RO,Number of persons employed,Bio-based chemicals (excluding biofuels),586.0009155
2008,Romania,RO,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",8857.784072
2008,Romania,RO,Number of persons employed,Bio-based electricity,9.993015518
2008,Romania,RO,Number of persons employed,Bio-based pharmaceuticals,6083.625886
2008,Romania,RO,Number of persons employed,Bio-based textile,18546.24239
2008,Romania,RO,Number of persons employed,Bio-based textiles,135799.9477
2008,Romania,RO,Number of persons employed,Bio-based wearing apparel,89308.67556
2008,Romania,RO,Number of persons employed,Biodiesel,585.7412381
2008,Romania,RO,Number of persons employed,Bioeconomy,3416075.394
2008,Romania,RO,Number of persons employed,Bioethanol,397.4243332
2008,Romania,RO,Number of persons employed,Fishing and Aquaculture,4700
2008,Romania,RO,Number of persons employed,Food,175134
2008,Romania,RO,Number of persons employed,"Food, beverage and tobacco",208537
2008,Romania,RO,Number of persons employed,Forestry,59200
2008,Romania,RO,Number of persons employed,Leather,27945.02974
2008,Romania,RO,Number of persons employed,Liquid biofuels,983.1655713
2008,Romania,RO,Number of persons employed,Paper,15332.375
2008,Romania,RO,Number of persons employed,Rubber and bio-based plastics,2188.157271
2008,Romania,RO,Number of persons employed,Tobacco,1620
2008,Romania,RO,Number of persons employed,Total sectors,9369100
2008,Romania,RO,Number of persons employed,Wood products,73961.07704
2008,Romania,RO,Number of persons employed,Wood products and furniture,138255.1282
2008,Romania,RO,Number of persons employed,Wooden furniture,64294.05115
2008,Slovakia,SK,Number of persons employed,Agriculture,55580
2008,Slovakia,SK,Number of persons employed,Beverage,6309
2008,Slovakia,SK,Number of persons employed,Bio-based chemicals (excluding biofuels),207.7292342
2008,Slovakia,SK,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",3312.442856
